Trip ID,Pickup Date,Pickup Hours,Vehicle,Payment_type,No. of Passengers,Trip Distance,Booking Value,Location,Total Bookings
15905,2024-06-06 00:00:00,1899-12-30 06:39:35,UberX,Cash,1,22.8,$63,Yorkville West,1.00
105773,2024-06-28 00:00:00,1899-12-30 20:45:47,Uber Black,Cash,2,22.8,$61,LaGuardia Airport,1.00
20230,2024-06-07 00:00:00,1899-12-30 21:48:43,Uber Comfort,Uber Pay,1,22.78,$63.5,Garment District,1.00
44733,2024-06-15 00:00:00,1899-12-30 03:03:32,UberX,Uber Pay,2,22.76,$66.75,Canarsie,1.00
35161,2024-06-12 00:00:00,1899-12-30 02:19:38,UberXL,Uber Pay,2,22.73,$64.75,Hunts Point,1.00
71736,2024-06-21 00:00:00,1899-12-30 19:53:17,Uber Black,Cash,1,22.71,$61,JFK Airport,1.00
30583,2024-06-10 00:00:00,1899-12-30 17:01:31,Uber Green,Uber Pay,1,22.66,$78.96000000000001,LaGuardia Airport,1.00
46009,2024-06-15 00:00:00,1899-12-30 11:56:04,UberX,Uber Pay,1,22.66,$72,JFK Airport,1.00
14715,2024-06-05 00:00:00,1899-12-30 17:47:54,Uber Black,Uber Pay,2,22.64,$80,Woodside,1.00
34810,2024-06-11 00:00:00,1899-12-30 20:01:02,UberX,Uber Pay,1,22.63,$67.75,Flatbush/Ditmas Park,1.00
22820,2024-06-08 00:00:00,1899-12-30 16:12:22,UberX,Cash,4,22.61,$63.5,LaGuardia Airport,1.00
102391,2024-06-27 00:00:00,1899-12-30 21:31:44,Uber Comfort,Cash,1,22.61,$64.5,JFK Airport,1.00
23664,2024-06-08 00:00:00,1899-12-30 20:56:08,UberXL,Uber Pay,1,22.58,$71.66,JFK Airport,1.00
87745,2024-06-24 00:00:00,1899-12-30 23:53:58,UberX,Cash,1,22.58,$63,JFK Airport,1.00
103103,2024-06-28 00:00:00,1899-12-30 02:19:55,Uber Black,Uber Pay,2,22.58,$63.25,Hunts Point,1.00
36829,2024-06-12 00:00:00,1899-12-30 13:49:15,UberX,Cash,1,22.55,$61,JFK Airport,1.00
28553,2024-06-10 00:00:00,1899-12-30 10:04:23,Uber Black,Uber Pay,1,22.54,$60,East Harlem South,1.00
18421,2024-06-07 00:00:00,1899-12-30 02:24:21,UberX,Uber Pay,2,22.52,$62.75,Hunts Point,1.00
8187,2024-06-03 00:00:00,1899-12-30 16:00:56,UberX,Uber Pay,1,22.5,$75,Lenox Hill East,1.00
65736,2024-06-19 00:00:00,1899-12-30 20:13:37,UberX,Uber Pay,1,22.49,$71.25,Parkchester,1.00
12539,2024-06-05 00:00:00,1899-12-30 06:44:01,Uber Black,Cash,1,22.48,$60.5,Yorkville West,1.00
71080,2024-06-21 00:00:00,1899-12-30 16:47:32,Uber Green,Cash,1,22.48,$59,JFK Airport,1.00
46096,2024-06-15 00:00:00,1899-12-30 12:49:25,Uber Comfort,Cash,2,22.47,$100,Garment District,1.00
102380,2024-06-27 00:00:00,1899-12-30 20:29:47,UberXL,Cash,1,22.47,$59,JFK Airport,1.00
60768,2024-06-18 00:00:00,1899-12-30 18:04:14,Uber Comfort,Cash,1,22.45,$74,Kips Bay,1.00
52683,2024-06-16 00:00:00,1899-12-30 23:46:06,Uber Green,Cash,1,22.43,$60,JFK Airport,1.00
68910,2024-06-20 00:00:00,1899-12-30 19:49:18,UberX,Uber Pay,1,22.4,$69.25,Elmhurst,1.00
61157,2024-06-18 00:00:00,1899-12-30 21:37:10,UberX,Uber Pay,1,22.34,$58.5,JFK Airport,1.00
57068,2024-06-17 00:00:00,1899-12-30 23:38:59,Uber Green,Uber Pay,1,22.29,$72.86,JFK Airport,1.00
66410,2024-06-20 00:00:00,1899-12-30 03:10:03,Uber Green,Uber Pay,2,22.29,$65.75,Brownsville,1.00
93476,2024-06-26 00:00:00,1899-12-30 02:22:13,UberX,Uber Pay,2,22.28,$62.75,Hunts Point,1.00
12371,2024-06-04 00:00:00,1899-12-30 23:06:24,Uber Green,Cash,1,22.21,$58.5,JFK Airport,1.00
33683,2024-06-11 00:00:00,1899-12-30 15:15:15,UberX,Cash,2,22.2,$62,LaGuardia Airport,1.00
48526,2024-06-15 00:00:00,1899-12-30 23:04:01,UberXL,Cash,1,22.2,$60.5,LaGuardia Airport,1.00
56748,2024-06-17 00:00:00,1899-12-30 20:35:37,UberX,Cash,1,22.2,$66,Times Sq/Theatre District,1.00
111437,2024-06-29 00:00:00,1899-12-30 22:47:20,UberX,Uber Pay,2,22.2,$63.75,East New York,1.00
44638,2024-06-14 00:00:00,1899-12-30 23:05:36,UberX,Uber Pay,2,22.18,$64.5,JFK Airport,1.00
48249,2024-06-15 00:00:00,1899-12-30 20:07:16,Uber Comfort,Uber Pay,1,22.17,$71.06,East Elmhurst,1.00
81930,2024-06-23 00:00:00,1899-12-30 20:28:29,UberX,Uber Pay,1,22.17,$75.21000000000001,Yorkville West,1.00
6843,2024-06-03 00:00:00,1899-12-30 09:12:56,UberX,Uber Pay,1,22.12,$76.25,Red Hook,1.00
58251,2024-06-18 00:00:00,1899-12-30 10:20:12,UberX,Cash,1,22.11,$59,JFK Airport,1.00
1934,2024-06-01 00:00:00,1899-12-30 15:30:43,Uber Green,Uber Pay,1,22.1,$78,JFK Airport,1.00
77142,2024-06-22 00:00:00,1899-12-30 23:56:00,UberX,Cash,3,22.1,$71.5,Eastchester,1.00
69578,2024-06-21 00:00:00,1899-12-30 02:23:38,Uber Black,Uber Pay,2,22.08,$62.25,West Farms/Bronx River,1.00
15704,2024-06-05 00:00:00,1899-12-30 22:05:05,Uber Green,Uber Pay,1,22.07,$73.38,Kips Bay,1.00
116710,2024-06-30 00:00:00,1899-12-30 22:28:44,Uber Black,Cash,1,22.07,$69,Sutton Place/Turtle Bay North,1.00
5752,2024-06-02 00:00:00,1899-12-30 18:34:21,UberX,Uber Pay,6,22.06,$68.25,Fort Greene,1.00
46006,2024-06-15 00:00:00,1899-12-30 11:22:19,Uber Black,Cash,1,22.05,$64.5,East Chelsea,1.00
82475,2024-06-24 00:00:00,1899-12-30 01:02:39,Uber Green,Uber Pay,2,22.04,$63,Cambria Heights,1.00
87533,2024-06-24 00:00:00,1899-12-30 21:23:32,Uber Green,Uber Pay,1,22.03,$67.75,Springfield Gardens South,1.00
59944,2024-06-18 00:00:00,1899-12-30 16:00:23,UberXL,Uber Pay,1,22.02,$73.61,JFK Airport,1.00
81415,2024-06-23 00:00:00,1899-12-30 18:48:43,UberX,Uber Pay,6,22.02,$61,Bloomingdale,1.00
82420,2024-06-24 00:00:00,1899-12-30 00:08:04,UberXL,Cash,1,22.02,$60,Penn Station/Madison Sq West,1.00
73848,2024-06-22 00:00:00,1899-12-30 11:36:46,UberX,Uber Pay,1,21.99,$69.76,LaGuardia Airport,1.00
85553,2024-06-24 00:00:00,1899-12-30 15:42:33,Uber Green,Uber Pay,1,21.99,$61.31,LaGuardia Airport,1.00
68690,2024-06-20 00:00:00,1899-12-30 18:39:11,UberXL,Uber Pay,2,21.97,$63.75,Coney Island,1.00
15236,2024-06-05 00:00:00,1899-12-30 18:42:34,UberXL,Cash,1,21.95,$63,Sunnyside,1.00
66898,2024-06-20 00:00:00,1899-12-30 10:07:57,Uber Comfort,Uber Pay,1,21.95,$61.25,Bayside,1.00
99893,2024-06-27 00:00:00,1899-12-30 10:20:11,UberXL,Uber Pay,1,21.81,$71.45,NV,1.00
5138,2024-06-02 00:00:00,1899-12-30 16:59:24,UberX,Uber Pay,1,21.8,$78,LaGuardia Airport,1.00
31328,2024-06-10 00:00:00,1899-12-30 23:34:59,Uber Comfort,Cash,1,21.8,$58,JFK Airport,1.00
43383,2024-06-14 00:00:00,1899-12-30 14:14:20,UberX,Uber Pay,1,21.8,$62.5,Times Sq/Theatre District,1.00
107144,2024-06-29 00:00:00,1899-12-30 09:31:26,UberXL,Uber Pay,1,21.8,$72.05,Sutton Place/Turtle Bay North,1.00
56791,2024-06-17 00:00:00,1899-12-30 20:35:31,Uber Black,Uber Pay,1,21.78,$66.75,Crown Heights North,1.00
70254,2024-06-21 00:00:00,1899-12-30 12:28:32,UberX,Cash,2,21.76,$58.5,LaGuardia Airport,1.00
69981,2024-06-21 00:00:00,1899-12-30 10:50:53,Uber Black,Uber Pay,1,21.73,$68.53,Upper West Side North,1.00
1766,2024-06-01 00:00:00,1899-12-30 14:53:09,UberX,Uber Pay,3,21.72,$72.16,LaGuardia Airport,1.00
65099,2024-06-19 00:00:00,1899-12-30 18:01:22,UberXL,Uber Pay,1,21.72,$73.58,JFK Airport,1.00
109505,2024-06-29 00:00:00,1899-12-30 16:40:41,Uber Comfort,Uber Pay,6,21.72,$71.61,Kips Bay,1.00
76340,2024-06-22 00:00:00,1899-12-30 18:19:59,UberX,Cash,1,21.71,$59.5,JFK Airport,1.00
97650,2024-06-26 00:00:00,1899-12-30 18:30:22,UberXL,Uber Pay,1,21.69,$72.95,JFK Airport,1.00
44065,2024-06-14 00:00:00,1899-12-30 18:12:21,UberXL,Uber Pay,6,21.65,$60,JFK Airport,1.00
51835,2024-06-16 00:00:00,1899-12-30 17:03:39,Uber Black,Cash,1,21.64,$60.5,JFK Airport,1.00
17932,2024-06-06 00:00:00,1899-12-30 19:52:41,Uber Comfort,Uber Pay,1,21.63,$114.74,JFK Airport,1.00
69615,2024-06-21 00:00:00,1899-12-30 04:50:13,UberX,Cash,1,21.63,$60.5,JFK Airport,1.00
25667,2024-06-09 00:00:00,1899-12-30 13:06:03,UberX,Uber Pay,1,21.57,$63.25,Yorkville West,1.00
36233,2024-06-12 00:00:00,1899-12-30 11:12:20,Uber Comfort,Uber Pay,1,21.5,$109.5,Ocean Hill,1.00
75890,2024-06-22 00:00:00,1899-12-30 17:46:43,UberX,Uber Pay,1,21.5,$73.35,JFK Airport,1.00
18443,2024-06-07 00:00:00,1899-12-30 03:05:36,UberX,Uber Pay,2,21.49,$61.75,Canarsie,1.00
30701,2024-06-10 00:00:00,1899-12-30 18:49:48,UberX,Uber Pay,1,21.48,$73.58,JFK Airport,1.00
61548,2024-06-19 00:00:00,1899-12-30 03:27:25,Uber Comfort,Uber Pay,2,21.48,$66.25,Forest Park/Highland Park,1.00
69229,2024-06-20 00:00:00,1899-12-30 22:55:22,Uber Black,Uber Pay,1,21.46,$71.06,LaGuardia Airport,1.00
12431,2024-06-05 00:00:00,1899-12-30 01:16:58,Uber Green,Uber Pay,1,21.44,$60.75,Grymes Hill/Clifton,1.00
7757,2024-06-03 00:00:00,1899-12-30 13:27:37,UberX,Uber Pay,1,21.43,$68,LaGuardia Airport,1.00
106301,2024-06-29 00:00:00,1899-12-30 03:04:49,UberXL,Uber Pay,2,21.42,$61.25,Canarsie,1.00
12440,2024-06-05 00:00:00,1899-12-30 03:06:37,UberXL,Uber Pay,2,21.39,$61.75,Canarsie,1.00
91984,2024-06-25 00:00:00,1899-12-30 17:24:04,UberX,Cash,1,21.39,$57.5,JFK Airport,1.00
42526,2024-06-14 00:00:00,1899-12-30 02:16:45,Uber Green,Uber Pay,2,21.38,$62.75,East Harlem North,1.00
20468,2024-06-08 00:00:00,1899-12-30 04:20:29,UberX,Uber Pay,5,21.37,$69.28,Williamsbridge/Olinville,1.00
72336,2024-06-22 00:00:00,1899-12-30 03:16:07,Uber Green,Uber Pay,2,21.36,$62.25,Brownsville,1.00
77657,2024-06-23 00:00:00,1899-12-30 07:52:42,UberX,Uber Pay,1,21.34,$58.5,TriBeCa/Civic Center,1.00
47775,2024-06-15 00:00:00,1899-12-30 17:30:56,UberX,Uber Pay,1,21.31,$77.25,Springfield Gardens South,1.00
110541,2024-06-29 00:00:00,1899-12-30 17:49:09,Uber Black,Cash,1,21.31,$69,Midtown South,1.00
40630,2024-06-13 00:00:00,1899-12-30 14:23:50,UberX,Uber Pay,2,21.3,$66,Penn Station/Madison Sq West,1.00
67240,2024-06-20 00:00:00,1899-12-30 12:05:44,UberX,Cash,1,21.3,$57.5,JFK Airport,1.00
67882,2024-06-20 00:00:00,1899-12-30 15:14:42,Uber Black,Uber Pay,1,21.3,$81.35,Upper East Side North,1.00
12236,2024-06-04 00:00:00,1899-12-30 20:28:27,Uber Black,Uber Pay,2,21.28,$68.25,Queens Village,1.00
64999,2024-06-19 00:00:00,1899-12-30 18:42:45,Uber Comfort,Cash,1,21.2,$57,JFK Airport,1.00
98687,2024-06-26 00:00:00,1899-12-30 22:03:45,UberXL,Uber Pay,5,21.2,$57.58,JFK Airport,1.00
103832,2024-06-28 00:00:00,1899-12-30 12:40:25,Uber Green,Uber Pay,4,21.2,$66.81,LaGuardia Airport,1.00
26561,2024-06-09 00:00:00,1899-12-30 16:54:11,UberXL,Uber Pay,1,21.19,$72.25,Hammels/Arverne,1.00
37513,2024-06-12 00:00:00,1899-12-30 15:38:08,UberX,Cash,1,21.18,$57,Lincoln Square East,1.00
26708,2024-06-09 00:00:00,1899-12-30 17:19:14,Uber Comfort,Cash,1,21.17,$61,JFK Airport,1.00
40839,2024-06-13 00:00:00,1899-12-30 15:32:38,Uber Green,Uber Pay,1,21.16,$61.75,Cambria Heights,1.00
105354,2024-06-28 00:00:00,1899-12-30 18:25:01,UberX,Cash,1,21.15,$55.5,JFK Airport,1.00
70149,2024-06-21 00:00:00,1899-12-30 11:31:06,Uber Green,Uber Pay,1,21.14,$60.25,Bath Beach,1.00
13044,2024-06-05 00:00:00,1899-12-30 09:05:12,UberX,Uber Pay,1,21.13,$59.25,Kingsbridge Heights,1.00
55121,2024-06-17 00:00:00,1899-12-30 14:10:58,UberX,Cash,1,21.13,$58.5,JFK Airport,1.00
3076,2024-06-01 00:00:00,1899-12-30 23:20:27,Uber Green,Cash,1,21.1,$60,West Village,1.00
8039,2024-06-03 00:00:00,1899-12-30 15:05:11,Uber Green,Uber Pay,2,21.1,$62.5,Upper East Side North,1.00
10200,2024-06-04 00:00:00,1899-12-30 11:52:01,UberX,Cash,1,21.1,$61,JFK Airport,1.00
35063,2024-06-11 00:00:00,1899-12-30 23:56:46,Uber Black,Uber Pay,1,21.1,$67.45,JFK Airport,1.00
71361,2024-06-21 00:00:00,1899-12-30 17:58:42,Uber Comfort,Uber Pay,1,21.05,$74.44,NV,1.00
103124,2024-06-28 00:00:00,1899-12-30 03:04:04,Uber Comfort,Uber Pay,2,21.05,$59.75,Canarsie,1.00
13988,2024-06-05 00:00:00,1899-12-30 14:05:44,Uber Comfort,Cash,1,21.04,$57.5,Cobble Hill,1.00
44557,2024-06-14 00:00:00,1899-12-30 22:24:31,Uber Black,Cash,1,21.04,$56,JFK Airport,1.00
32410,2024-06-11 00:00:00,1899-12-30 10:28:31,Uber Black,Uber Pay,6,21.03,$73.75,Lenox Hill East,1.00
115158,2024-06-30 00:00:00,1899-12-30 16:33:02,UberX,Uber Pay,2,21.02,$62.75,Central Harlem,1.00
19997,2024-06-07 00:00:00,1899-12-30 19:27:54,Uber Green,Cash,1,21,$62,Financial District South,1.00
50655,2024-06-16 00:00:00,1899-12-30 14:33:57,Uber Black,Cash,1,21,$58,LaGuardia Airport,1.00
87688,2024-06-24 00:00:00,1899-12-30 21:51:26,UberX,Uber Pay,2,20.99,$59.75,East Harlem North,1.00
15262,2024-06-05 00:00:00,1899-12-30 19:27:25,UberX,Cash,1,20.97,$33.5,West Village,1.00
9093,2024-06-03 00:00:00,1899-12-30 23:52:53,UberXL,Uber Pay,2,20.95,$67.46000000000001,JFK Airport,1.00
19743,2024-06-07 00:00:00,1899-12-30 17:06:47,UberX,Uber Pay,1,20.95,$69.16,JFK Airport,1.00
718,2024-06-01 00:00:00,1899-12-30 09:54:44,Uber Black,Uber Pay,2,20.93,$63.75,Van Nest/Morris Park,1.00
26686,2024-06-09 00:00:00,1899-12-30 18:00:46,Uber Green,Cash,1,20.93,$58,JFK Airport,1.00
70472,2024-06-21 00:00:00,1899-12-30 13:40:07,UberX,Uber Pay,2,20.93,$73.32,JFK Airport,1.00
88815,2024-06-25 00:00:00,1899-12-30 09:58:40,UberX,Uber Pay,1,20.92,$72.25,NA,1.00
9646,2024-06-04 00:00:00,1899-12-30 08:00:55,Uber Green,Cash,1,20.91,$55,Financial District North,1.00
72262,2024-06-22 00:00:00,1899-12-30 00:55:00,Uber Comfort,Uber Pay,1,20.91,$58,LaGuardia Airport,1.00
8043,2024-06-03 00:00:00,1899-12-30 15:14:54,Uber Comfort,Cash,1,20.9,$57,LaGuardia Airport,1.00
19823,2024-06-07 00:00:00,1899-12-30 17:16:47,UberX,Uber Pay,3,20.9,$64.5,JFK Airport,1.00
57066,2024-06-18 00:00:00,1899-12-30 00:15:11,Uber Black,Uber Pay,1,20.9,$68.62,JFK Airport,1.00
60466,2024-06-18 00:00:00,1899-12-30 17:32:11,UberX,Uber Pay,3,20.9,$61.5,JFK Airport,1.00
91202,2024-06-25 00:00:00,1899-12-30 16:10:33,Uber Comfort,Cash,1,20.9,$64,JFK Airport,1.00
46702,2024-06-15 00:00:00,1899-12-30 14:44:29,Uber Comfort,Cash,1,20.88,$59,Upper West Side North,1.00
78088,2024-06-23 00:00:00,1899-12-30 08:58:10,Uber Black,Uber Pay,1,20.88,$78.5,Gramercy,1.00
23880,2024-06-08 00:00:00,1899-12-30 23:24:19,UberX,Uber Pay,1,20.87,$62,JFK Airport,1.00
72067,2024-06-21 00:00:00,1899-12-30 22:54:18,UberX,Uber Pay,1,20.85,$68.66,JFK Airport,1.00
44719,2024-06-15 00:00:00,1899-12-30 01:05:03,Uber Comfort,Cash,2,20.83,$59,NV,1.00
29913,2024-06-10 00:00:00,1899-12-30 15:33:05,UberX,Uber Pay,1,20.82,$47.5,Lower East Side,1.00
27442,2024-06-09 00:00:00,1899-12-30 20:54:02,Uber Comfort,Uber Pay,1,20.81,$62.25,Williamsbridge/Olinville,1.00
49936,2024-06-16 00:00:00,1899-12-30 11:53:46,Uber Black,Uber Pay,1,20.81,$69.76,NV,1.00
40997,2024-06-13 00:00:00,1899-12-30 15:22:38,UberX,Uber Pay,1,20.8,$79,Midtown South,1.00
70811,2024-06-21 00:00:00,1899-12-30 15:22:07,Uber Black,Cash,1,20.8,$57,JFK Airport,1.00
16778,2024-06-06 00:00:00,1899-12-30 13:16:33,Uber Comfort,Cash,1,20.79,$62,Hollis,1.00
17691,2024-06-06 00:00:00,1899-12-30 18:12:07,UberX,Uber Pay,2,20.79,$63.75,Marine Park/Mill Basin,1.00
35533,2024-06-12 00:00:00,1899-12-30 07:25:39,Uber Comfort,Cash,1,20.77,$56.5,JFK Airport,1.00
51376,2024-06-16 00:00:00,1899-12-30 16:11:16,UberX,Uber Pay,1,20.76,$72.88,Lenox Hill East,1.00
19844,2024-06-07 00:00:00,1899-12-30 18:08:19,Uber Green,Uber Pay,2,20.75,$61.25,Upper West Side North,1.00
12206,2024-06-04 00:00:00,1899-12-30 20:31:53,UberX,Uber Pay,3,20.74,$69.31,JFK Airport,1.00
64972,2024-06-19 00:00:00,1899-12-30 17:35:23,Uber Black,Amazon Pay,1,20.7,$57,JFK Airport,1.00
67539,2024-06-20 00:00:00,1899-12-30 13:37:24,UberX,Uber Pay,2,20.7,$114,East Village,1.00
56499,2024-06-17 00:00:00,1899-12-30 19:09:41,Uber Comfort,Uber Pay,1,20.69,$68.68,Murray Hill,1.00
60470,2024-06-18 00:00:00,1899-12-30 17:43:45,UberX,Uber Pay,3,20.62,$76.25,Far Rockaway,1.00
35121,2024-06-12 00:00:00,1899-12-30 00:52:36,UberX,Uber Pay,1,20.6,$60.25,Crown Heights North,1.00
9126,2024-06-04 00:00:00,1899-12-30 00:27:39,Uber Green,Uber Pay,1,20.59,$55.56,Bay Ridge,1.00
17276,2024-06-06 00:00:00,1899-12-30 16:28:43,UberX,Cash,1,20.59,$56.5,JFK Airport,1.00
104709,2024-06-28 00:00:00,1899-12-30 16:54:33,Uber Comfort,Uber Pay,3,20.59,$61.25,Upper West Side North,1.00
43721,2024-06-14 00:00:00,1899-12-30 16:49:29,UberXL,Uber Pay,1,20.58,$68.58,JFK Airport,1.00
111492,2024-06-30 00:00:00,1899-12-30 00:22:18,UberX,Uber Pay,1,20.58,$60.25,Far Rockaway,1.00
15746,2024-06-05 00:00:00,1899-12-30 23:23:59,Uber Black,Uber Pay,1,20.56,$68.68,Springfield Gardens North,1.00
102594,2024-06-27 00:00:00,1899-12-30 22:39:09,UberXL,Cash,1,20.56,$55,JFK Airport,1.00
101079,2024-06-27 00:00:00,1899-12-30 15:05:28,UberX,Cash,1,20.52,$59,JFK Airport,1.00
18183,2024-06-06 00:00:00,1899-12-30 22:52:10,UberXL,Cash,1,20.5,$54.5,JFK Airport,1.00
29308,2024-06-10 00:00:00,1899-12-30 13:32:14,UberX,Cash,1,20.5,$58.5,Queensbridge/Ravenswood,1.00
44520,2024-06-14 00:00:00,1899-12-30 21:47:04,UberX,Uber Pay,2,20.5,$73.75,Parkchester,1.00
58362,2024-06-18 00:00:00,1899-12-30 11:21:56,Uber Black,Uber Pay,1,20.5,$66.65,East Chelsea,1.00
91254,2024-06-25 00:00:00,1899-12-30 16:51:37,UberX,Cash,1,20.5,$67.5,Garment District,1.00
96520,2024-06-26 00:00:00,1899-12-30 15:49:56,UberX,Cash,2,20.5,$59.5,Hamilton Heights,1.00
101790,2024-06-27 00:00:00,1899-12-30 18:46:02,UberX,Uber Pay,1,20.5,$63.5,JFK Airport,1.00
104624,2024-06-28 00:00:00,1899-12-30 15:17:18,Uber Black,Cash,1,20.5,$56.5,Lower East Side,1.00
91642,2024-06-25 00:00:00,1899-12-30 17:45:39,Uber Black,Cash,1,20.49,$55,JFK Airport,1.00
93287,2024-06-25 00:00:00,1899-12-30 23:44:33,UberX,Uber Pay,2,20.48,$66.16,JFK Airport,1.00
12178,2024-06-04 00:00:00,1899-12-30 20:02:06,UberX,Uber Pay,1,20.46,$69.26,JFK Airport,1.00
29726,2024-06-10 00:00:00,1899-12-30 14:27:08,Uber Comfort,Uber Pay,1,20.46,$71.75,Greenwich Village North,1.00
31601,2024-06-11 00:00:00,1899-12-30 06:48:34,UberX,Cash,1,20.46,$59,Kips Bay,1.00
2887,2024-06-01 00:00:00,1899-12-30 20:20:50,Uber Black,Cash,1,20.45,$64,JFK Airport,1.00
70989,2024-06-21 00:00:00,1899-12-30 16:04:57,Uber Comfort,Uber Pay,1,20.45,$65.56,LaGuardia Airport,1.00
34526,2024-06-11 00:00:00,1899-12-30 18:33:15,Uber Comfort,Cash,1,20.44,$57.5,JFK Airport,1.00
93069,2024-06-25 00:00:00,1899-12-30 22:21:41,Uber Black,Uber Pay,1,20.44,$64,JFK Airport,1.00
19809,2024-06-07 00:00:00,1899-12-30 17:53:35,Uber Green,Cash,5,20.41,$55,JFK Airport,1.00
69500,2024-06-21 00:00:00,1899-12-30 00:57:12,UberX,Uber Pay,1,20.41,$55.5,JFK Airport,1.00
7112,2024-06-03 00:00:00,1899-12-30 11:07:27,UberX,Uber Pay,1,20.4,$58.5,JFK Airport,1.00
48326,2024-06-15 00:00:00,1899-12-30 21:47:05,UberXL,Uber Pay,1,20.4,$68.4,JFK Airport,1.00
71896,2024-06-21 00:00:00,1899-12-30 21:37:19,UberX,Uber Pay,1,20.4,$61.5,JFK Airport,1.00
99130,2024-06-27 00:00:00,1899-12-30 00:27:03,UberXL,Cash,1,20.38,$57.5,JFK Airport,1.00
71491,2024-06-21 00:00:00,1899-12-30 18:24:01,UberX,Uber Pay,1,20.36,$58.01,JFK Airport,1.00
111930,2024-06-30 00:00:00,1899-12-30 07:10:21,Uber Black,Cash,1,20.35,$56.5,World Trade Center,1.00
56250,2024-06-17 00:00:00,1899-12-30 18:14:54,UberX,Uber Pay,1,20.32,$65,JFK Airport,1.00
79921,2024-06-23 00:00:00,1899-12-30 15:00:03,Uber Black,Cash,1,20.32,$55,JFK Airport,1.00
109391,2024-06-29 00:00:00,1899-12-30 16:40:37,UberX,Cash,1,20.31,$70.5,NV,1.00
18435,2024-06-07 00:00:00,1899-12-30 03:09:21,Uber Comfort,Uber Pay,2,20.3,$58,Midtown South,1.00
19233,2024-06-07 00:00:00,1899-12-30 14:06:04,UberX,Uber Pay,1,20.28,$69.16,JFK Airport,1.00
64189,2024-06-19 00:00:00,1899-12-30 15:33:27,Uber Comfort,Uber Pay,1,20.27,$67.36,JFK Airport,1.00
114335,2024-06-30 00:00:00,1899-12-30 14:29:08,Uber Green,Cash,1,20.27,$69.5,Union Sq,1.00
60437,2024-06-18 00:00:00,1899-12-30 17:41:56,UberX,Uber Pay,2,20.25,$62.25,Coney Island,1.00
86472,2024-06-24 00:00:00,1899-12-30 17:51:48,Uber Black,Cash,1,20.25,$58.5,LaGuardia Airport,1.00
23486,2024-06-08 00:00:00,1899-12-30 19:54:36,UberX,Uber Pay,1,20.2,$65,JFK Airport,1.00
65893,2024-06-19 00:00:00,1899-12-30 21:01:20,UberX,Uber Pay,1,20.2,$74.65,LaGuardia Airport,1.00
86813,2024-06-24 00:00:00,1899-12-30 18:53:12,UberXL,Uber Pay,2,20.2,$71.35,Midtown East,1.00
101596,2024-06-27 00:00:00,1899-12-30 17:21:52,UberX,Uber Pay,1,20.2,$79.5,Lenox Hill East,1.00
102436,2024-06-27 00:00:00,1899-12-30 21:43:27,Uber Green,Cash,2,20.18,$55.5,TriBeCa/Civic Center,1.00
33213,2024-06-11 00:00:00,1899-12-30 13:59:29,UberX,Cash,1,20.17,$57,JFK Airport,1.00
68672,2024-06-20 00:00:00,1899-12-30 18:58:57,UberXL,Uber Pay,1,20.17,$70.36,NV,1.00
93259,2024-06-25 00:00:00,1899-12-30 23:16:10,UberX,Cash,2,20.14,$53.5,LaGuardia Airport,1.00
15554,2024-06-05 00:00:00,1899-12-30 21:23:17,Uber Comfort,Uber Pay,2,20.1,$58.5,JFK Airport,1.00
53770,2024-06-17 00:00:00,1899-12-30 10:19:12,UberXL,Uber Pay,1,20.1,$64.98,LaGuardia Airport,1.00
97491,2024-06-26 00:00:00,1899-12-30 18:21:40,Uber Green,Uber Pay,1,20.1,$68.5,LaGuardia Airport,1.00
31353,2024-06-10 00:00:00,1899-12-30 23:36:07,Uber Comfort,Uber Pay,1,20.06,$58.5,LaGuardia Airport,1.00
71848,2024-06-21 00:00:00,1899-12-30 20:02:46,UberXL,Uber Pay,1,20.05,$66.26,LaGuardia Airport,1.00
94730,2024-06-26 00:00:00,1899-12-30 11:18:36,UberXL,Uber Pay,1,20.05,$67.96000000000001,JFK Airport,1.00
34931,2024-06-11 00:00:00,1899-12-30 21:00:06,UberX,Uber Pay,1,20.04,$66.86,LaGuardia Airport,1.00
94694,2024-06-26 00:00:00,1899-12-30 10:28:50,Uber Green,Cash,1,20.04,$54.5,JFK Airport,1.00
76974,2024-06-22 00:00:00,1899-12-30 21:45:57,UberX,Uber Pay,1,20.01,$63.86,JFK Airport,1.00
70786,2024-06-21 00:00:00,1899-12-30 14:53:37,UberX,Cash,1,20,$55,JFK Airport,1.00
64447,2024-06-19 00:00:00,1899-12-30 16:06:17,Uber Black,Cash,1,19.98,$61.5,Midtown South,1.00
15627,2024-06-05 00:00:00,1899-12-30 21:17:19,Uber Green,Uber Pay,1,19.97,$85.32,LaGuardia Airport,1.00
61707,2024-06-19 00:00:00,1899-12-30 06:28:41,Uber Black,Uber Pay,1,19.97,$58.25,Eastchester,1.00
55883,2024-06-17 00:00:00,1899-12-30 16:58:02,Uber Green,Uber Pay,1,19.96,$80.68,Midtown East,1.00
48328,2024-06-15 00:00:00,1899-12-30 21:08:00,Uber Black,Cash,1,19.94,$53,JFK Airport,1.00
70799,2024-06-21 00:00:00,1899-12-30 15:28:31,Uber Comfort,Cash,1,19.94,$54.5,Lenox Hill East,1.00
18312,2024-06-07 00:00:00,1899-12-30 00:04:12,UberXL,Cash,1,19.93,$54,JFK Airport,1.00
